unitId,unitNameCn,unitName,roster,order,inDefaultList,techId,name,category,supply,unlockCost,previousTechID,activeLevel,isTestData,iconName,text,description,descParams
15,弧光,Arclight,main,2,True,10915,蓄能攻击,technologyDatas,100,0,0,0,False,UT_Charge_Shot,攻击力上升300%，攻击间隔增加35%,攻击力上升{0}%，攻击间隔增加{1}%,300;35
15,弧光,Arclight,main,3,True,3015,装甲强化,armorStrengthenTechnologyDatas,100,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
15,弧光,Arclight,main,4,False,3115,防空弹药,airAttackTechnologyDatas,300,0,0,0,False,UT_Anti_Air_weapon,可以攻击空中单位,可以攻击空中单位,
15,弧光,Arclight,main,5,False,10815,精英射手,technologyDatas,400,0,0,0,False,UT_Elite_Shooter,效果跟随单位等级提升，每级射程增加5，攻击力增加17%,效果跟随单位等级提升，每级射程增加{0}，攻击力增加{1}%,5;17
15,弧光,Arclight,main,6,False,4515,震荡波,secondaryDamageIntensifyTechDatas,250,0,0,0,False,UT_Shock_wave,弧光的射程减少5米，攻击时产生震荡波，对目标周围30米范围内的敌人造成75点伤害。,弧光的射程减少{0}米，攻击时产生震荡波，对目标周围{1}米范围内的敌人造成{2}点伤害。,5;30;75
16,凤凰,Phoenix,main,0,True,2916,量子重组,rebirthEffectTechologyDatas,150,0,0,0,False,UT_Rebirth,凤凰被击毁后，驾驶舱会跟随在最近的己方凤凰身后，并在12秒之后恢复为完整的凤凰，每场战斗仅限1次,凤凰被击毁后，驾驶舱会跟随在最近的己方凤凰身后，并在{0}秒之后恢复为完整的凤凰，每场战斗仅限{1}次,12;1
16,凤凰,Phoenix,main,1,True,10216,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
16,凤凰,Phoenix,main,2,True,10316,发射器过载,technologyDatas,200,0,0,0,False,UT_Overdrive,攻击间隔减少50%，同时射程减少25米,攻击间隔减少{0}%，同时射程减少{1}米,50;25
16,凤凰,Phoenix,main,3,True,216,能量护盾,energyShieldTechnologies,200,0,0,0,False,UT_Shield,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,
16,凤凰,Phoenix,main,4,False,1616,高速引擎,mobilityIntensifyTechnologies,100,0,0,0,False,UT_Mobility,凤凰的移动速度增加5，并且在每回合的部署阶段都可以随意改变部署位置,凤凰的移动速度增加{0}，并且在每回合的部署阶段都可以随意改变部署位置,5;
16,凤凰,Phoenix,main,5,False,1816,电磁弹,buffTechnologies,200,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
16,凤凰,Phoenix,main,6,False,10816,精英射手,technologyDatas,400,0,0,0,False,UT_Elite_Shooter,效果跟随单位等级提升，每级射程增加5，攻击力增加20%,效果跟随单位等级提升，每级射程增加{0}，攻击力增加{1}%,5;20
16,凤凰,Phoenix,main,7,False,10916,蓄能攻击,technologyDatas,200,0,0,0,False,UT_Charge_Shot,攻击力上升200%，射程减少25,攻击力上升{0}%，射程减少{1},200;25
17,战争工厂,War Factory,main,0,True,10217,射程强化,technologyDatas,500,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
17,战争工厂,War Factory,main,1,True,12017,凤凰制造,supportUnitTechnologies,500,0,0,0,False,UT_Summon_Phoenix,每17.2秒生产1个凤凰，生产6次,每{0}秒生产{1}个凤凰，生产{2}次,17.2;1;6
17,战争工厂,War Factory,main,2,True,12117,钢球制造,supportUnitTechnologies,450,0,0,0,False,UT_Summon_Steel Ball,每9.7秒生产1个钢球，生产10次,每{0}秒生产{1}个钢球，生产{2}次,9.7;1;10
17,战争工厂,War Factory,main,3,False,12217,铁锤制造,supportUnitTechnologies,400,0,0,0,False,UT_Summon_Sledgehammer,每6.6秒生产1个铁锤，生产14次,每{0}秒生产{1}个铁锤，生产{2}次,6.6;1;14
17,战争工厂,War Factory,main,4,True,3317,导弹拦截,interceptMissileTechnologyDatas,350,0,0,0,False,UT_Missile_interception,尝试拦截150米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与战争工厂的攻击力和等级无关。,尝试拦截{0}米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与战争工厂的攻击力和等级无关。,150;
17,战争工厂,War Factory,main,5,True,10317,发射器过载,technologyDatas,300,0,0,0,False,UT_Overdrive,战争工厂的攻击间隔减少50%，同时射程减少20米,战争工厂的攻击间隔减少{0}%，同时射程减少{1}米,50;20
17,战争工厂,War Factory,main,6,True,180317,光子涂层,buffTechnologies,200,0,0,0,False,UT_Photon_Coating,全身覆盖光子涂层，在开战后的30秒内受到的伤害降低30%，并且免疫电磁、引燃、酸液、退化光束效果,全身覆盖光子涂层，在开战后的{0}秒内受到的伤害降低{1}%，并且免疫电磁、引燃、酸液、退化光束效果,30;30
17,战争工厂,War Factory,main,7,False,3017,装甲强化,armorStrengthenTechnologyDatas,350,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
17,战争工厂,War Factory,main,8,False,417,高爆弹药,splashTechnologies,350,0,0,0,False,UT_Splash,主炮的溅射伤害范围增加7米，但是攻击力降低40%,主炮的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;40
18,恶灵,Wraith,main,0,True,110181,浮游炮阵,extraWeaponTechnologies,400,0,0,1,False,UT_Matrix_Bombardment,恶灵的浮游炮数量从4门增加至8门。,恶灵的浮游炮数量从4门增加至{0}门。,8
18,恶灵,Wraith,main,1,True,10218,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
18,恶灵,Wraith,main,2,True,3018,装甲强化,armorStrengthenTechnologyDatas,200,0,0,0,False,UT_Armor_Strengthen,生命值增加35%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;35
18,恶灵,Wraith,main,3,True,180418,退化光束,buffTechnologies,200,0,0,0,False,UT_Degenerate_Beam,向120米范围内的敌方单位发射退化光束，受影响的敌方单位移动速度下降40%，攻击力下降20%，并且在受到攻击时额外承受30%的伤害。,向{0}米范围内的敌方单位发射退化光束，受影响的敌方单位移动速度下降{1}%，攻击力下降{2}%，并且在受到攻击时额外承受{3}%的伤害。,120;40;20;30
18,恶灵,Wraith,main,4,False,918,战地维修,autoRecoveryTechnologies,200,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
18,恶灵,Wraith,main,5,False,418,高爆弹药,splashTechnologies,150,0,0,0,False,UT_Splash,浮游炮的溅射伤害范围增加7米，但是攻击力降低30%,浮游炮的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;30
18,恶灵,Wraith,main,6,False,4418,地面巡航,flyTechDatas,300,0,0,0,False,UT_Low_altitude_Cruising,恶灵成为地面单位，无法再攻击空中目标，但是射程增加50米，攻击间隔增加0.6秒,恶灵成为地面单位，无法再攻击空中目标，但是射程增加{0}米，攻击间隔增加{1}秒,50;0.6
19,狂蝎,Scorpion,main,0,True,180519,酸性攻击,buffTechnologies,250,0,0,0,False,UT_Corrosive_Virus,狂蝎的攻击会在命中点产生半径15米的酸液区域。酸液区域持续18秒，在酸液中的单位每秒损失3%的生命值，并且被攻击时受到250%的伤害。,狂蝎的攻击会在命中点产生半径{0}米的酸液区域。酸液区域持续{1}秒，在酸液中的单位每秒损失{2}%的生命值，并且被攻击时受到{3}%的伤害。,15;18;3;250;
19,狂蝎,Scorpion,main,1,True,10019,攻城模式,technologyDatas,300,0,0,0,False,UT_Projectile_Mode,狂蝎进入攻城模式，射程增加100米，但是攻击力减少40%，攻击间隔增加1.5秒，并且无法攻击身边75米范围内的敌人。,狂蝎进入攻城模式，射程增加{0}米，但是攻击力减少{1}%，攻击间隔增加{3}秒，并且无法攻击身边{2}米范围内的敌人。,100;40;75;1.5
19,狂蝎,Scorpion,main,2,True,10219,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
19,狂蝎,Scorpion,main,3,True,719,双发,multiAttackTechnologies,100,0,0,0,False,UT_Double_Shot,每次攻击连续发射2枚炮弹，但是上弹时间会增加12%,每次攻击连续发射{0}枚炮弹，但是上弹时间会增加{1}%,2;12
19,狂蝎,Scorpion,main,4,False,919,战地维修,autoRecoveryTechnologies,150,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
19,狂蝎,Scorpion,main,5,False,3019,装甲强化,armorStrengthenTechnologyDatas,100,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
19,狂蝎,Scorpion,main,6,False,10419,收束射击,technologyDatas,100,0,0,0,False,UT_Fast_Charge,攻击距离上升30米，攻击间隔减少1秒，但是溅射范围减少8,攻击距离上升{0}米，攻击间隔减少{1}秒，但是溅射范围减少{2},30;1;8
20,火獾,Fire Badger,main,0,True,10220,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
20,火獾,Fire Badger,main,1,True,820,液态火,fireIntensifyTechnologies,250,0,0,0,False,UT_Fire,生命值减少30%，攻击会引燃目标周围12米的地面，地面火焰持续8秒，每秒造成270伤害。,生命值减少{3}%，攻击会引燃目标周围{0}米的地面，地面火焰持续{1}秒，每秒造成{2}伤害。,12;8;270;30
20,火獾,Fire Badger,main,2,True,180220,引燃,buffTechnologies,100,0,0,0,False,UT_On_Fire,攻击有一定概率引燃目标单位，被引燃的单位每秒损失6%的生命值并且无法恢复生命，持续2秒,攻击有一定概率引燃目标单位，被引燃的单位每秒损失{0}%的生命值并且无法恢复生命，持续{1}秒,6;2
20,火獾,Fire Badger,main,3,True,920,战地维修,autoRecoveryTechnologies,150,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
20,火獾,Fire Badger,main,4,False,10620,高温火焰,technologyDatas,300,0,0,0,False,UT_Hot_Flame,火獾的攻击力上升85%,火獾的攻击力上升{0}%,85
20,火獾,Fire Badger,main,5,False,11020,焦土冲击,extraWeaponTechnologies,200,0,0,1,False,UT_Rage_assault,火獾生命值增加80%，当其生命值低于50%时，向敌人发起冲锋并自爆，对半径40米内的单位造成与火獾剩余生命值相同的伤害，并引燃周围的地面。,火獾生命值增加{0}%，当其生命值低于{1}%时，向敌人发起冲锋并自爆，对半径{2}米内的单位造成与火獾剩余生命值相同的伤害，并引燃周围的地面。,80;50;40;100;40
20,火獾,Fire Badger,main,6,False,180620,逆火 ,buffTechnologies,200,0,0,0,False,UT_Counter_attack,生命值上升50%。受到伤害后，火獾的射程增加70，持续20秒。,生命值上升{2}%。受到伤害后，火獾的射程增加{0}，持续{1}秒。,70;20;50
21,剑齿虎,Sabertooth,main,0,True,10221,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
21,剑齿虎,Sabertooth,main,1,True,10321,战地维修,autoRecoveryTechnologies,200,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
21,剑齿虎,Sabertooth,main,2,True,3321,导弹拦截,interceptMissileTechnologyDatas,100,0,0,0,False,UT_Missile_interception,尝试拦截150米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与剑齿虎的攻击力和等级无关。,尝试拦截{0}米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与剑齿虎的攻击力和等级无关。,150;
21,剑齿虎,Sabertooth,main,3,True,721,双发,multiAttackTechnologies,150,0,0,0,False,UT_Double_Shot,每次攻击连续发射2枚炮弹，但是上弹时间会增加12%,每次攻击连续发射{0}枚炮弹，但是上弹时间会增加{1}%,2;12
21,剑齿虎,Sabertooth,main,4,False,110211,副炮,extraWeaponTechnologies,200,0,0,1,False,UT_2ndweapons,在剑齿虎的左右两侧各加装1门副炮，副炮的射程为95，每4秒攻击一次，造成2000点伤害，伤害随着单位等级提高，每级增加2000点伤害。,在剑齿虎的左右两侧各加装1门副炮，副炮的射程为{0}，每{1}秒攻击一次，造成{2}点伤害，伤害随着单位等级提高，每级增加{2}点伤害。,95;4;2000
21,剑齿虎,Sabertooth,main,5,False,4721,野战工事,siegeModeTechDatas,200,0,0,0,False,UT_Tank_trench,战斗开始时原地部署堑壕。驻扎期间无法移动，生命值上升50%，射程上升20，攻击间隔下降20%。若射程内连续7秒没有敌人，剑齿虎将离开并摧毁堑壕。,战斗开始时原地部署堑壕。驻扎期间无法移动，生命值上升{0}%，射程上升{2}，攻击间隔下降{1}%。若射程内连续{3}秒没有敌人，剑齿虎将离开并摧毁堑壕。,50;20;20;7
22,台风,Typhoon,main,0,True,10222,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
22,台风,Typhoon,main,1,True,1102022,防空标记,extraWeaponTechnologies,300,0,0,1,False,UT_Airplane_Mark,每10秒发射一枚射程160米的标记弹，对目标周围100米范围内的敌方空军施加标记。被标记的单位射程减少20，并在受到攻击时额外承受30%的伤害，持续10秒。,每{0}秒发射一枚射程{1}米的标记弹，对目标周围{2}米范围内的敌方空军施加标记。被标记的单位射程减少{4}，并在受到攻击时额外承受{3}%的伤害，持续{5}秒。,10;160;100;30;20;10
22,台风,Typhoon,main,2,True,5122,反应装甲,reactiveArmorTechDatas,150,0,0,0,False,UT_Reactive_Armor,受到攻击时可以抵挡80%的伤害，最多5次。,受到攻击时可以抵挡{0}%的伤害，最多{1}次。,80;5
22,台风,Typhoon,main,3,True,5222,维修阵列,recoveryTechDatas,200,0,0,0,False,UT_Recover_Station,每3秒一次，为台风自身及周围100米内的友方单位恢复500点生命值。恢复量随台风等级提升，每级增加500点。,每{1}秒一次，为台风自身及周围{0}米内的友方单位恢复{2}点生命值。恢复量随台风等级提升，每级增加{3}点。,100;3;500;500
22,台风,Typhoon,main,4,False,4722,野战工事,siegeModeTechDatas,200,0,0,0,False,UT_Tank_trench,战斗开始时原地部署堑壕。驻扎期间无法移动，生命值上升70%，射程上升20。若射程内连续7秒没有敌人，台风将离开并摧毁堑壕。,战斗开始时原地部署堑壕。驻扎期间无法移动，生命值上升{0}%，射程上升{1}。若射程内连续{2}秒没有敌人，台风将离开并摧毁堑壕。,70;20;7
22,台风,Typhoon,main,5,False,2922,战地重组,rebirthEffectTechologyDatas,300,0,0,0,False,UT_Resurrect,台风被击毁后会进入重组修复状态，在5秒后以100%生命值重新回到战场，每回合限1次。,台风被击毁后会进入重组修复状态，在{0}秒后以100%生命值重新回到战场，每回合限{1}次。,5;1
22,台风,Typhoon,main,6,False,5322,残骸引爆,killExplosionTechDatas,200,0,0,0,False,UT_Chain_Explosion,被台风击毁的单位会发生剧烈爆炸，对其周围12米内的所有单位造成115点伤害。,被台风击毁的单位会发生剧烈爆炸，对其周围{0}米内的所有单位造成{1}点伤害。,12;115
23,沙虫,Sandworm,main,0,True,10523,机械狂暴,technologyDatas,150,0,0,0,False,UT_Rage,单位的移动速度提升5，攻击间隔减少0.8秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,5;0.8
23,沙虫,Sandworm,main,1,False,3023,装甲强化,armorStrengthenTechnologyDatas,250,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
23,沙虫,Sandworm,main,2,True,13023,机械分裂,deadSummonTechnologies,200,0,0,0,False,UT_Multiply,在沙虫被击毁后，产生4个与沙虫等级相同的幼虫。,在沙虫被击毁后，产生{0}个与沙虫等级相同的幼虫。,4;1;
23,沙虫,Sandworm,main,3,False,3123,对空,airAttackTechnologyDatas,100,0,0,0,False,UT_DuiKong,射程增加20，使沙虫可以攻击空中目标。,射程增加{0}，使沙虫可以攻击空中目标。,20
23,沙虫,Sandworm,main,4,True,923,潜地维修,autoRecoveryTechnologies,150,0,0,0,False,UT_QianDiWeiXiu,生命值上升20%，沙虫在潜地状态时，每秒恢复最大生命值的20%。,生命值上升{0}%，沙虫在潜地状态时，每秒恢复最大生命值的{1}%。,20;20
23,沙虫,Sandworm,main,5,True,3623,复制,moveAbilitySummonTechDatas,250,0,0,0,False,UT_FuZhi,每次沙虫钻出地面时，都会制造1个与沙虫等级相同的幼虫。,每次沙虫钻出地面时，都会制造{0}个与沙虫等级相同的幼虫。,1
23,沙虫,Sandworm,main,6,False,3723,沙暴,moveAbilityRangeItemTechDatas,200,0,0,0,False,UT_ShaBao,沙虫钻出地面时，产生一个半径120米持续7秒的沙暴，沙暴内的单位：射程降低50%，遭到远程攻击时受到的伤害减少30%,沙虫钻出地面时，产生一个半径{0}米持续{1}秒的沙暴，沙暴内的单位：射程降低{2}%，遭到远程攻击时受到的伤害减少{3}%,120;7;50;30
23,沙虫,Sandworm,main,7,False,3823,突袭,moveAbilityAttackIntensifyTechDatas,100,0,0,0,False,UT_Quick_raids,沙虫钻出地面的速度更快，钻出地面后的首次攻击也更强：攻击力增加30%，溅射范围增加10米。,沙虫钻出地面的速度更快，钻出地面后的首次攻击也更强：攻击力增加{0}%，溅射范围增加{1}米。,30;10;
24,狼蛛,Tarantula,main,0,True,11024,蜘蛛雷,extraWeaponTechnologies,150,0,0,1,False,UT_Spider_Mine,每15秒发射2枚生命值为750的蜘蛛雷。蜘蛛雷会冲向敌人进行自爆攻击，自爆会对周围12米范围内的所有单位造成2500点伤害。蜘蛛雷属性值随着狼蛛等级提高，每级增加750点生命值和2500点伤害。,每{0}秒发射{1}枚生命值为{2}的蜘蛛雷。蜘蛛雷会冲向敌人进行自爆攻击，自爆会对周围{3}米范围内的所有单位造成{4}点伤害。蜘蛛雷属性值随着狼蛛等级提高，每级增加{2}点生命值和{4}点伤害。,15;2;750;12;2500
24,狼蛛,Tarantula,main,1,True,10224,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
24,狼蛛,Tarantula,main,2,True,10524,机械狂暴,technologyDatas,400,0,0,0,False,UT_Rage,单位的移动速度提升4，攻击间隔减少0.2秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,4;0.2
24,狼蛛,Tarantula,main,3,True,10624,穿甲弹,technologyDatas,150,0,0,0,False,UT_Piercing_Bullet,攻击力上升50%,攻击力上升{0}%,50
24,狼蛛,Tarantula,main,4,False,924,战地维修,autoRecoveryTechnologies,150,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
24,狼蛛,Tarantula,main,5,False,3024,装甲强化,armorStrengthenTechnologyDatas,100,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
24,狼蛛,Tarantula,main,6,False,3124,防空弹药,airAttackTechnologyDatas,150,0,0,0,False,UT_Anti_Air_weapon,可以攻击空中单位,可以攻击空中单位,
24,狼蛛,Tarantula,main,7,False,424,高爆弹药,splashTechnologies,300,0,0,0,False,UT_Splash,攻击造成的溅射伤害范围增加7米，但是攻击力降低45%,攻击造成的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;45
25,鬼鳐,Phantom Ray,main,0,True,725,全弹发射,multiAttackTechnologies,200,0,0,0,False,UT_Full_launch,每次攻击发射10枚导弹，但是上弹时间上升150%,每次攻击发射{1}枚导弹，但是上弹时间上升{0}%,150;10
25,鬼鳐,Phantom Ray,main,1,True,10225,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
25,鬼鳐,Phantom Ray,main,2,False,3025,装甲强化,armorStrengthenTechnologyDatas,250,0,0,0,False,UT_Armor_Strengthen,生命值增加35%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;35
25,鬼鳐,Phantom Ray,main,3,True,11025,黏油弹,extraWeaponTechnologies,100,0,0,1,False,UT_oil_bombs,每12秒向敌人发射一枚具有减速效果的黏油弹，黏油弹的射程为180米，黏油弹可以被火焰点燃。,每{0}秒向敌人发射一枚具有减速效果的黏油弹，黏油弹的射程为{1}米，黏油弹可以被火焰点燃。,12;180;20
25,鬼鳐,Phantom Ray,main,4,True,3925,隐形,moveAbilityDynamicTechDatas,100,0,0,0,False,UT_Stealth,鬼鳐攻击力上升20%，生命值上升20%，并且默认处于隐形状态。鬼鳐在隐形状态下无法被敌方锁定，但是会在攻击时显形。,鬼鳐攻击力上升{1}%，生命值上升{2}%，并且默认处于隐形状态。鬼鳐在隐形状态下无法被敌方锁定，但是会在攻击时显形。,2.5;20;20
25,鬼鳐,Phantom Ray,main,5,False,425,高爆弹药,splashTechnologies,150,0,0,0,False,UT_Splash,攻击造成的溅射伤害范围增加7米，但是攻击力降低40%,攻击造成的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;40
25,鬼鳐,Phantom Ray,main,6,False,225,能量护盾,energyShieldTechnologies,400,0,0,0,False,UT_Shield,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,
25,鬼鳐,Phantom Ray,main,7,False,3225,对地锁定,searchTargetSpecificDatas,200,0,0,0,False,UT_Anti_ground_Range,鬼鳐对地面单位的攻击距离增加60米。,鬼鳐对地面单位的攻击距离增加{0}米。,60;
26,先知,Farseer,main,0,True,180326,光子投射,buffTechnologies,400,0,0,0,False,UT_Photon_Beam,开战后向周围100米范围内的地面友军(不包括自己)投射光子涂层，使其在20秒内受到的伤害减低30%，并且免疫电磁、引燃、酸液、退化光束效果,开战后向周围{0}米范围内的地面友军(不包括自己)投射光子涂层，使其在{1}秒内受到的伤害减低{2}%，并且免疫电磁、引燃、酸液、退化光束效果,100;20;30
26,先知,Farseer,main,1,True,180526,搜索雷达,buffTechnologies,200,0,0,0,False,UT_Radar,启动搜索雷达，使半径100米内的友方地面单位的射程增加10米。多个搜索雷达效果不会叠加。,启动搜索雷达，使半径{0}米内的友方地面单位的射程增加{1}米。多个搜索雷达效果不会叠加。,100;10
26,先知,Farseer,main,2,True,3326,导弹拦截,interceptMissileTechnologyDatas,200,0,0,0,False,UT_Missile_interception,尝试拦截150米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与先知的攻击力和等级无关。,尝试拦截{0}米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与先知的攻击力和等级无关。,150;
26,先知,Farseer,main,3,True,1826,电磁爆炸,buffTechnologies,150,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
26,先知,Farseer,main,4,False,10226,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
26,先知,Farseer,main,5,False,726,全弹发射,multiAttackTechnologies,150,0,0,0,False,UT_Full_launch,每次攻击发射12枚导弹，但是上弹时间上升200%,每次攻击发射{1}枚导弹，但是上弹时间上升{0}%,200;12
26,先知,Farseer,main,6,False,3226,防空专精,searchTargetSpecificDatas,200,0,0,0,False,UT_Anti_Air,对空中单位的攻击力增加90%，攻击空中单位时射程增加30,对空中单位的攻击力增加{0}%，攻击空中单位时射程增加{1},90;30;
27,雷霆,Raiden,main,0,True,110271,分叉,extraWeaponTechnologies,250,0,0,1,False,UT_scatter,雷霆射程降低10，每次攻击发出的闪电数量从3道增加至5道。,雷霆射程降低{0}，每次攻击发出的闪电数量从{1}道增加至{2}道。,10;3;5
27,雷霆,Raiden,main,1,True,4027,连锁,iterationHitDamageTechDatas,200,0,0,0,False,UT_lightning_chain,雷霆射程减少20，当闪电命中敌人时，会跳跃至60米内的其他敌人，造成25%的伤害。,雷霆射程减少{2}，当闪电命中敌人时，会跳跃至{0}米内的其他敌人，造成{1}%的伤害。,60;25;20
27,雷霆,Raiden,main,2,True,4127,电离,additionalDamageTechDatas,100,0,0,0,False,UT_ionization,雷霆的攻击力减少70%，但攻击会额外造成目标当前生命值50%的伤害。,雷霆的攻击力减少{0}%，但攻击会额外造成目标当前生命值{1}%的伤害。,70;50
27,雷霆,Raiden,main,3,True,10227,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
27,雷霆,Raiden,main,4,False,1827,电磁弹,buffTechnologies,300,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
27,雷霆,Raiden,main,5,False,227,能量护盾,energyShieldTechnologies,150,0,0,0,False,UT_Shield,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,
28,猎犬,Hound,main,0,True,10528,机械狂暴,technologyDatas,300,0,0,0,False,UT_Rage,单位的移动速度提升4，攻击间隔减少0.8秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,4;0.8
28,猎犬,Hound,main,1,True,10228,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
28,猎犬,Hound,main,2,True,4228,消防装置,clearRangeItemTechDatas,200,0,0,0,False,UT_Sweep_ground,猎犬会清除周围40米地面的燃烧、酸液和烟雾效果,猎犬会清除周围{0}米地面的燃烧、酸液和烟雾效果,40
28,猎犬,Hound,main,3,True,11028,燃烧弹,extraWeaponTechnologies,250,0,0,1,False,UT_Fire_rocket,每16秒发射1枚燃烧弹点燃远处敌人脚下的地面，燃烧弹的射程为160米，最小射程为40米,每{0}秒发射{3}枚燃烧弹点燃远处敌人脚下的地面，燃烧弹的射程为{1}米，最小射程为{2}米,16;160;40;1
